frame,metric,arm,baseline,n,arm_value,baseline_value,median_diff,mean_diff,p_raw,p_holm
NBI,residual_area_frac,early_fusion_nbi,nbi_only,77,0.18569154658982057,0.15586674840106815,0.016811153183839786,0.029824798188752406,0.006752120481785744,0.047264843372500205
NBI,residual_area_frac,ours,nbi_only,77,0.14266062306164906,0.15586674840106815,-0.014865569256602165,-0.013206125339419077,0.004358228338504156,0.034865826708033246
NBI,residual_area_frac,mid_fusion_wide,nbi_only,77,0.13688938098030493,0.15586674840106815,-0.014192405686496885,-0.018977367420763214,0.013125619237943281,0.07875371542765969
NBI,residual_area_frac,mmd_fusion,nbi_only,77,0.15791107119745998,0.15586674840106815,-0.010826377478159344,0.002044322796391866,0.44477262689086505,1.0
NBI,residual_area_frac,mmd_fusion_w0.01,nbi_only,77,0.15389737344809393,0.15586674840106815,-0.009538016454208542,-0.0019693749529742393,0.6241511907004293,1.0
NBI,residual_area_frac,mid_fusion,nbi_only,77,0.15084205867722608,0.15586674840106815,-0.009166807662364232,-0.005024689723842055,0.18763668748025986,0.7505467499210394
NBI,residual_area_frac,mmd_fusion_w1e-4,nbi_only,77,0.14544030971373145,0.15586674840106815,-0.008550960095399407,-0.010426438687336647,0.10584089237965094,0.5292044618982548
NBI,residual_area_frac,mmd_fusion_w1.0,nbi_only,77,0.15811737591180125,0.15586674840106815,-0.00372200990641422,0.002250627510733111,0.6715887913555041,1.0
NBI,over_area_ratio,mmd_fusion_w1.0,nbi_only,77,0.4067242905780214,0.31587830593256266,0.02215123838230451,0.09084598464545872,0.04409194669915914,0.30864362689411395
NBI,over_area_ratio,mid_fusion,nbi_only,77,0.3129590884558511,0.31587830593256266,-0.01974083368789452,-0.0029192174767116007,0.2851567348494145,1.0
NBI,over_area_ratio,early_fusion_nbi,nbi_only,77,0.4515534826459634,0.31587830593256266,0.018763968666693914,0.13567517671340076,0.007286876614327289,0.05829501291461831
NBI,over_area_ratio,mmd_fusion_w0.01,nbi_only,77,0.3556857991498942,0.31587830593256266,0.005885871526743594,0.03980749321733144,0.2377970090346455,1.0
NBI,over_area_ratio,mmd_fusion_w1e-4,nbi_only,77,0.328572038934683,0.31587830593256266,0.003012676853223928,0.012693733002120322,0.30386184242938974,1.0
